Time,Value,MEASURE,Description
2009,254,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2010,271,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2011,300,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2009,3997,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2010,3907,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2011,4076,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2009,52527,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2010,56662,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2011,61589,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2009,41,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2010,46,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2011,48,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2009,777,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2010,813,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2011,782,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2009,79690,INCOME_8,Estimates of Personal Income - Average investment income ($)
2010,44583,INCOME_8,Estimates of Personal Income - Average investment income ($)
2011,59635,INCOME_8,Estimates of Personal Income - Average investment income ($)
2009,307,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2010,175,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2011,248,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2009,3848,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2010,3930,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2011,4160,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2009,29737,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2010,32434,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2011,33076,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2009,5,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2010,6,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2011,6,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2009,159,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2010,170,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2011,182,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2009,12211,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2010,7997,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2011,13232,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2009,11,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2010,8,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2011,16,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2009,893,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2010,949,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2011,1186,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2009,117498,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2010,96775,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2011,114455,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2009,617,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2010,505,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2011,618,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2009,5249,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2010,5221,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2011,5398,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2009,51,WAGE_2,Wage and Salary Earners - Males (%)
2010,50.8,WAGE_2,Wage and Salary Earners - Males (%)
2011,50.3,WAGE_2,Wage and Salary Earners - Males (%)
2009,49,WAGE_3,Wage and Salary Earners - Females (%)
2010,49.2,WAGE_3,Wage and Salary Earners - Females (%)
2011,49.7,WAGE_3,Wage and Salary Earners - Females (%)
2009,362,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2010,315,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2011,318,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2009,548,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2010,493,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2011,528,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2009,442,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2010,406,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2011,424,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2009,375,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2010,358,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2011,346,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2009,316,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2010,297,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2011,308,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2009,121,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2010,117,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2011,126,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2009,2164,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2010,1986,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2011,2050,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2009,445,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2010,401,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2011,427,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2009,495,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2010,471,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2011,536,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2009,385,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2010,327,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2011,330,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2009,392,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2010,379,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2011,370,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2009,287,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2010,274,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2011,282,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2009,78,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2010,70,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2011,81,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2009,2082,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2010,1922,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2011,2026,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2009,807,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2010,716,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2011,745,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2009,1043,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2010,964,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2011,1064,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2009,827,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2010,733,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2011,754,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2009,767,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2010,737,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2011,716,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2009,603,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2010,571,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2011,590,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2009,199,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2010,187,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2011,207,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2009,4246,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2010,3907,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2011,4076,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2009,19,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2010,18.3,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2011,18.3,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2009,24.6,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2010,24.7,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2011,26.1,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2009,19.5,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2010,18.8,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2011,18.5,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2009,18.1,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2010,18.9,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2011,17.6,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2009,14.2,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2010,14.6,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2011,14.5,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2009,4.7,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,4.8,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2011,5.1,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,501,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2011,517,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2010,1290,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2011,1342,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2010,262,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2011,302,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2010,356,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2011,396,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2010,564,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2011,519,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2010,277,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2011,333,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2010,100,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2011,100,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2010,246,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2011,233,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2010,308,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2011,330,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2010,3907,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2011,4076,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2010,13,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2011,13,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2010,33,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2011,33,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2010,7,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2011,7,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2010,9,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2011,10,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2010,14,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2011,13,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2010,7,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2011,8,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2010,3,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2011,2,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2010,6,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2011,6,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2010,8,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,8,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,1516,RENT_2,Rent and Mortgage Payments - Average monthly household rental payment ($)
2011,3285,RENT_3,Rent and Mortgage Payments - Average monthly household mortgage payment ($)
2009,21,BUILDING_2,Building Approvals - Total private sector houses (no.)
2010,37,BUILDING_2,Building Approvals - Total private sector houses (no.)
2011,22,BUILDING_2,Building Approvals - Total private sector houses (no.)
2012,23,BUILDING_2,Building Approvals - Total private sector houses (no.)
2013,13,BUILDING_2,Building Approvals - Total private sector houses (no.)
2009,21,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2010,37,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2011,22,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2012,23,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2013,13,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2009,21,BUILDING_4,Building Approvals - Total dwelling units (no.)
2010,37,BUILDING_4,Building Approvals - Total dwelling units (no.)
2011,22,BUILDING_4,Building Approvals - Total dwelling units (no.)
2012,23,BUILDING_4,Building Approvals - Total dwelling units (no.)
2013,24,BUILDING_4,Building Approvals - Total dwelling units (no.)
2009,37,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2010,50,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
