Time,Value,MEASURE,Description
2012,78,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2013,72,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2012,163,CABEE_30,Number of Businesses by Industry - Other services (no.)
2013,167,CABEE_30,Number of Businesses by Industry - Other services (no.)
2012,160,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2013,197,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2012,3519,CABEE_35,Number of Businesses by Industry - Total (no.)
2013,3399,CABEE_35,Number of Businesses by Industry - Total (no.)
2012,19,BANKRUPT_2,Bankruptcies - Non business (inc. not stated) (no.)
2013,17,BANKRUPT_2,Bankruptcies - Non business (inc. not stated) (no.)
2012,13,BANKRUPT_3,Bankruptcies - Business related (no.)
2013,5,BANKRUPT_3,Bankruptcies - Business related (no.)
2012,32,BANKRUPT_4,Bankruptcies - Total (no.)
2013,22,BANKRUPT_4,Bankruptcies - Total (no.)
2011,18262,LF_2,Labour Force Statistics - Labour Force (no. )
2011,947,LF_3,Labour Force Statistics - Unemployed (no. )
2011,5.2,LF_4,Labour Force Statistics - Unemployment rate (%)
2011,62.1,LF_5,Labour Force Statistics - Participation rate (%)
2011,1.7,YOUTH_2,Youth (15-19 Years) Engagement in Work/Study - Working full-time and studying part-time (% of all 15-19 yo)
2011,1.2,YOUTH_3,Youth (15-19 Years) Engagement in Work/Study - Working part time and studying part-time (% of all 15-19 yo)
2011,18.2,YOUTH_4,Youth (15-19 Years) Engagement in Work/Study - Working part-time and studying full-time (% of all 15-19 yo)
2011,10.8,YOUTH_5,Youth (15-19 Years) Engagement in Work/Study - Working full-time (not studying) (% of all 15-19 yo)
2011,38.6,YOUTH_6,Youth (15-19 Years) Engagement in Work/Study - Studying full-time (not working) (% of all 15-19 yo)
2011,0.5,YOUTH_7,Youth (15-19 Years) Engagement in Work/Study - Working full-time and studying full-time (% of all 15-19 yo)
2011,70.9,YOUTH_8,Youth (15-19 Years) Engagement in Work/Study - Fully engaged (% of all 15-19 yo)
2011,1890,YOUTH_9,Youth (15-19 Years) Engagement in Work/Study - Total - aged 15-19 years (no.)
2011,3765,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2012,3773,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2013,3757,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2009,4,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2010,7,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2011,6,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2012,7,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2013,7,PENSION_3,Selected Government Pensions and Allowances - Age Pension - DVA (no.)
2009,383,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2010,350,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2011,318,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2012,289,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2013,274,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2009,143,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2010,134,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2011,121,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2012,110,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2013,101,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2011,200,PENSION_6,Selected Government Pensions and Allowances - Carer Payment (no.)
2012,205,PENSION_6,Selected Government Pensions and Allowances - Carer Payment (no.)
2013,204,PENSION_6,Selected Government Pensions and Allowances - Carer Payment (no.)
2011,1275,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2012,1268,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2013,1195,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2010,926,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2011,825,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2012,814,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2013,1029,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2010,58.6,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2011,60.4,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2012,59.3,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2013,62.8,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2010,655,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2011,604,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2012,559,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2013,462,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2010,390,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2011,401,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2012,354,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2013,312,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2010,145,PENSION_12,Selected Government Pensions and Allowances - Youth Allowance (Other) (no.)
2011,108,PENSION_12,Selected Government Pensions and Allowances - Youth Allowance (Other) (no.)
2012,130,PENSION_12,Selected Government Pensions and Allowances - Youth Allowance (Other) (no.)
2013,157,PENSION_12,Selected Government Pensions and Allowances - Youth Allowance (Other) (no.)
2009,2649,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2010,2720,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2011,2535,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2012,2285,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2009,2324,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2010,2434,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2011,2316,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2012,2137,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2009,2741,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2010,2832,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2011,2690,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2012,2441,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2009,49366,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2010,51209,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2011,54628,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2009,835,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2010,878,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2011,988,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2009,16906,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2010,17142,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2011,18080,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2009,21377,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2010,19947,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2011,22433,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2009,52,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2010,49,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2011,56,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2009,2413,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2010,2458,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2011,2488,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2009,4194,INCOME_8,Estimates of Personal Income - Average investment income ($)
2010,4172,INCOME_8,Estimates of Personal Income - Average investment income ($)
2011,4734,INCOME_8,Estimates of Personal Income - Average investment income ($)
2009,45,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2010,46,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2011,58,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2009,10645,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2010,11048,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2011,12214,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2009,22886,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2010,19566,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2011,20556,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2009,9,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2010,8,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2011,9,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2009,397,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2010,427,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2011,424,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2009,3329,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2010,2368,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2011,1978,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2009,5,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2010,3,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2011,4,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2009,1364,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2010,1445,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2011,1960,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2009,48183,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2010,49394,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2011,53587,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2009,944,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2010,985,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2011,1114,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2009,19601,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2010,19936,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2011,20787,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2009,54.6,WAGE_2,Wage and Salary Earners - Males (%)
2010,54.6,WAGE_2,Wage and Salary Earners - Males (%)
2011,54.8,WAGE_2,Wage and Salary Earners - Males (%)
2009,45.4,WAGE_3,Wage and Salary Earners - Females (%)
2010,45.4,WAGE_3,Wage and Salary Earners - Females (%)
2011,45.2,WAGE_3,Wage and Salary Earners - Females (%)
2009,1655,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2010,1622,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2011,1668,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2009,2842,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2010,2804,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2011,3097,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2009,2322,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2010,2146,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2011,2217,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2009,1627,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2010,1560,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2011,1629,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2009,992,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2010,999,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2011,1032,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2009,240,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2010,236,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2011,267,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2009,9678,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2010,9367,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2011,9910,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2009,1605,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2010,1495,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2011,1512,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2009,2265,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2010,2281,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2011,2437,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2009,1649,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2010,1536,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2011,1632,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2009,1527,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2010,1427,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2011,1460,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2009,890,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2010,893,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2011,971,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2009,118,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2010,142,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2011,159,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2009,8054,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2010,7774,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2011,8171,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2009,3260,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2010,3117,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2011,3180,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2009,5107,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2010,5085,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2011,5534,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2009,3971,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2010,3682,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2011,3849,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2009,3154,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2010,2987,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2011,3089,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2009,1882,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2010,1892,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2011,2003,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2009,358,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2010,378,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2011,426,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2009,17732,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2010,17142,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2011,18080,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2009,18.4,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2010,18.2,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2011,17.6,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2009,28.8,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2010,29.7,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2011,30.6,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2009,22.4,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2010,21.5,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2011,21.3,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2009,17.8,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2010,17.4,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2011,17.1,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2009,10.6,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2010,11,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2011,11.1,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2009,2,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,2.2,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2011,2.4,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,1495,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2011,1605,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2010,2957,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2011,3165,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2010,2371,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2011,2591,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2010,1669,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2011,1765,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2010,3007,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2011,2838,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2010,1181,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2011,1329,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2010,1518,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2011,1559,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2010,1949,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2011,2084,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2010,993,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2011,1145,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2010,17142,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2011,18080,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2010,9,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2011,9,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2010,17,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2011,18,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2010,14,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2011,14,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2010,10,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2011,10,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2010,18,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2011,16,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2010,7,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2011,7,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2010,9,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2011,9,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2010,11,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2011,12,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2010,6,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,6,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,1284,RENT_2,Rent and Mortgage Payments - Average monthly household rental payment ($)
