Time,Value,MEASURE,Description
2009,6,CABEE_14,Business Exits - Number of employing business exits: 5 or more employees (no.)
2010,4,CABEE_14,Business Exits - Number of employing business exits: 5 or more employees (no.)
2011,10,CABEE_14,Business Exits - Number of employing business exits: 5 or more employees (no.)
2012,11,CABEE_14,Business Exits - Number of employing business exits: 5 or more employees (no.)
2013,4,CABEE_14,Business Exits - Number of employing business exits: 5 or more employees (no.)
2009,121,CABEE_15,Business Exits - Total number of business exits (no.)
2010,96,CABEE_15,Business Exits - Total number of business exits (no.)
2011,97,CABEE_15,Business Exits - Total number of business exits (no.)
2012,129,CABEE_15,Business Exits - Total number of business exits (no.)
2013,93,CABEE_15,Business Exits - Total number of business exits (no.)
2012,36,CABEE_19,"Number of Businesses by Industry - Agriculture, Forestry and Fishing (no.)"
2013,37,CABEE_19,"Number of Businesses by Industry - Agriculture, Forestry and Fishing (no.)"
2012,7,CABEE_28,Number of Businesses by Industry - Mining (no.)
2013,6,CABEE_28,Number of Businesses by Industry - Mining (no.)
2012,26,CABEE_27,Number of Businesses by Industry - Manufacturing (no.)
2013,25,CABEE_27,Number of Businesses by Industry - Manufacturing (no.)
2012,3,CABEE_23,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)"
2012,85,CABEE_21,Number of Businesses by Industry - Construction (no.)
2013,81,CABEE_21,Number of Businesses by Industry - Construction (no.)
2012,34,CABEE_37,Number of Businesses by Industry - Wholesale trade (no.)
2013,35,CABEE_37,Number of Businesses by Industry - Wholesale trade (no.)
2012,50,CABEE_34,Number of Businesses by Industry - Retail trade (no.)
2013,45,CABEE_34,Number of Businesses by Industry - Retail trade (no.)
2012,23,CABEE_17,Number of Businesses by Industry - Accommodation and food services (no.)
2013,24,CABEE_17,Number of Businesses by Industry - Accommodation and food services (no.)
2012,21,CABEE_36,"Number of Businesses by Industry - Transport, postal and warehousing (no.)"
2013,22,CABEE_36,"Number of Businesses by Industry - Transport, postal and warehousing (no.)"
2012,22,CABEE_26,Number of Businesses by Industry - Information media and telecommunications (no.)
2013,17,CABEE_26,Number of Businesses by Industry - Information media and telecommunications (no.)
2012,73,CABEE_24,Number of Businesses by Industry - Financial and insurance services (no.)
2013,72,CABEE_24,Number of Businesses by Industry - Financial and insurance services (no.)
2012,115,CABEE_33,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)"
2013,115,CABEE_33,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)"
2012,169,CABEE_31,Number of Businesses by Industry - Professional scientific and technical services (no.)
2013,175,CABEE_31,Number of Businesses by Industry - Professional scientific and technical services (no.)
2012,18,CABEE_18,Number of Businesses by Industry - Administrative and support services (no.)
2013,15,CABEE_18,Number of Businesses by Industry - Administrative and support services (no.)
2012,19,CABEE_22,Number of Businesses by Industry - Education and training (no.)
2013,20,CABEE_22,Number of Businesses by Industry - Education and training (no.)
2012,70,CABEE_25,Number of Businesses by Industry - Health care and social assistance (no.)
2013,73,CABEE_25,Number of Businesses by Industry - Health care and social assistance (no.)
2012,23,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2013,23,CABEE_20,Number of Businesses by Industry - Arts and recreation services (no.)
2012,18,CABEE_30,Number of Businesses by Industry - Other services (no.)
2013,21,CABEE_30,Number of Businesses by Industry - Other services (no.)
2012,26,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2013,24,CABEE_29,Number of Businesses by Industry - Not classified (no.)
2012,838,CABEE_35,Number of Businesses by Industry - Total (no.)
2013,830,CABEE_35,Number of Businesses by Industry - Total (no.)
2012,4,BANKRUPT_4,Bankruptcies - Total (no.)
2013,5,BANKRUPT_4,Bankruptcies - Total (no.)
2011,3695,LF_2,Labour Force Statistics - Labour Force (no. )
2011,131,LF_3,Labour Force Statistics - Unemployed (no. )
2011,3.6,LF_4,Labour Force Statistics - Unemployment rate (%)
2011,65.6,LF_5,Labour Force Statistics - Participation rate (%)
2011,0,YOUTH_2,Youth (15-19 Years) Engagement in Work/Study - Working full-time and studying part-time (% of all 15-19 yo)
2011,2.2,YOUTH_3,Youth (15-19 Years) Engagement in Work/Study - Working part time and studying part-time (% of all 15-19 yo)
2011,30.6,YOUTH_4,Youth (15-19 Years) Engagement in Work/Study - Working part-time and studying full-time (% of all 15-19 yo)
2011,4.8,YOUTH_5,Youth (15-19 Years) Engagement in Work/Study - Working full-time (not studying) (% of all 15-19 yo)
2011,48.8,YOUTH_6,Youth (15-19 Years) Engagement in Work/Study - Studying full-time (not working) (% of all 15-19 yo)
2011,0.7,YOUTH_7,Youth (15-19 Years) Engagement in Work/Study - Working full-time and studying full-time (% of all 15-19 yo)
2011,87.1,YOUTH_8,Youth (15-19 Years) Engagement in Work/Study - Fully engaged (% of all 15-19 yo)
2011,418,YOUTH_9,Youth (15-19 Years) Engagement in Work/Study - Total - aged 15-19 years (no.)
2011,593,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2012,572,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2013,569,PENSION_2,Selected Government Pensions and Allowances - Age Pension - Centrelink (no.)
2009,58,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2010,57,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2011,47,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2012,50,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2013,49,PENSION_4,Selected Government Pensions and Allowances - Service Pension - DVA (no.)
2009,26,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2010,28,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2011,27,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2012,22,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2013,18,PENSION_5,Selected Government Pensions and Allowances - Income Support Supplement - DVA (no.)
2011,15,PENSION_6,Selected Government Pensions and Allowances - Carer Payment (no.)
2012,16,PENSION_6,Selected Government Pensions and Allowances - Carer Payment (no.)
2011,140,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2012,123,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2013,119,PENSION_7,Selected Government Pensions and Allowances - Disability Support Pension (no.)
2010,82,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2011,76,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2012,77,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2013,96,PENSION_8,Selected Government Pensions and Allowances - Newstart Allowance (no.)
2010,57.3,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2011,48.7,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2012,62.3,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2013,62.5,PENSION_9,Selected Government Pensions and Allowances - Newstart Allowance - on income support more than 365 days (%)
2010,52,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2011,44,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2012,32,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2013,30,PENSION_10,Selected Government Pensions and Allowances - Parenting Payment - Single (no.)
2010,77,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2011,67,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2012,64,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2013,63,PENSION_11,Selected Government Pensions and Allowances - Youth Allowance (Full time students/apprentices) (no.)
2009,299,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2010,279,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2011,251,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2012,199,PENSION_13,Selected Government Pensions and Allowances - Family Tax Benefit A (no.)
2009,243,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2010,240,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2011,226,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2012,192,PENSION_14,Selected Government Pensions and Allowances - Family Tax Benefit B (no.)
2009,323,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2010,310,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2011,279,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2012,230,PENSION_15,Selected Government Pensions and Allowances - Total Family Tax Benefit recipients (no.)
2009,59002,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2010,63765,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2011,70145,INCOME_2,Estimates of Personal Income - Average wage and salary income ($)
2009,204,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2010,217,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2011,241,INCOME_3,Estimates of Personal Income - Total wage and salary income ($m)
2009,3462,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2010,3402,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2011,3441,INCOME_4,Estimates of Personal Income - No. of wage and salary earners (no.)
2009,27419,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2010,35235,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2011,35654,INCOME_5,Estimates of Personal Income - Average own unincorporated business income ($)
2009,21,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2010,28,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2011,27,INCOME_6,Estimates of Personal Income - Total own unincorporated business income ($m)
2009,759,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2010,795,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2011,754,INCOME_7,Estimates of Personal Income - No. of own unincorporated business earners (no.)
2009,16146,INCOME_8,Estimates of Personal Income - Average investment income ($)
2010,17432,INCOME_8,Estimates of Personal Income - Average investment income ($)
2011,20853,INCOME_8,Estimates of Personal Income - Average investment income ($)
2009,55,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2010,61,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2011,74,INCOME_9,Estimates of Personal Income - Total investment income ($m)
2009,3420,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2010,3491,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2011,3565,INCOME_10,Estimates of Personal Income - No. of investment income earners (no.)
2009,27977,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2010,27074,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2011,29507,INCOME_11,Estimates of Personal Income - Average superannuation and annuity income ($)
2009,5,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2010,5,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2011,5,INCOME_12,Estimates of Personal Income - Total superannuation and annuity income ($m)
2009,175,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2010,181,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2011,181,INCOME_13,Estimates of Personal Income - No. of superannuation and annuity income earners (no.)
2009,4293,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2010,3820,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2011,2363,INCOME_14,Estimates of Personal Income - Average other income (excl. Government pensions and allowances) ($)
2009,3,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2010,3,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2011,2,INCOME_15,Estimates of Personal Income - Total other income (excl. Government pensions and allowances) ($m)
2009,719,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2010,737,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2011,913,INCOME_16,Estimates of Personal Income - No. of other income (excl. Government pensions and allowances) earners (no.)
2009,63793,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2010,69269,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2011,77471,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2009,288,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2010,314,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2011,350,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2009,4519,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2010,4526,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2011,4519,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2009,49.3,WAGE_2,Wage and Salary Earners - Males (%)
2010,48.4,WAGE_2,Wage and Salary Earners - Males (%)
2011,48.8,WAGE_2,Wage and Salary Earners - Males (%)
2009,50.7,WAGE_3,Wage and Salary Earners - Females (%)
2010,51.5,WAGE_3,Wage and Salary Earners - Females (%)
2011,51.1,WAGE_3,Wage and Salary Earners - Females (%)
2009,280,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2010,232,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2011,238,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2009,355,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2010,294,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2011,333,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2009,385,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2010,372,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2011,348,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2009,425,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2010,392,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2011,406,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2009,280,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2010,289,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2011,284,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2009,82,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2010,68,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2011,70,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2009,1807,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2010,1647,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2011,1679,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2009,328,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2010,271,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2011,273,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2009,341,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2010,323,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2011,342,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2009,421,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2010,402,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2011,359,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2009,445,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2010,440,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2011,446,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2009,282,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2010,265,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2011,281,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2009,42,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2010,52,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2011,59,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2009,1859,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2010,1753,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2011,1760,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2009,608,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2010,503,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2011,511,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2009,696,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2010,617,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2011,675,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2009,806,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2010,774,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2011,707,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2009,870,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2010,832,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2011,852,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2009,562,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2010,554,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2011,565,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2009,124,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2010,120,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2011,129,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2009,3666,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2010,3402,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2011,3441,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2009,16.6,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2010,14.8,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2011,14.9,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2009,19,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2010,18.1,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2011,19.6,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2009,22,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2010,22.8,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2011,20.5,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2009,23.7,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2010,24.5,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2011,24.8,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2009,15.3,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2010,16.3,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2011,16.4,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2009,3.4,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,3.5,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2011,3.7,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,474,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2011,478,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2010,1173,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2011,1188,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2010,245,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2011,276,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2010,275,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2011,282,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2010,540,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2011,494,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2010,209,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2011,227,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2010,70,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2011,70,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2010,168,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2011,165,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2010,249,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2011,262,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2010,3402,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2011,3441,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2010,14,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2011,14,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2010,34,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2011,35,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2010,7,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2011,8,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2010,8,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2011,8,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2010,16,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2011,14,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2010,6,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2011,7,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2010,2,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2011,2,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2010,5,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2011,5,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2010,7,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,8,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,1622,RENT_2,Rent and Mortgage Payments - Average monthly household rental payment ($)
2011,2682,RENT_3,Rent and Mortgage Payments - Average monthly household mortgage payment ($)
2009,22,BUILDING_2,Building Approvals - Total private sector houses (no.)
2010,14,BUILDING_2,Building Approvals - Total private sector houses (no.)
2011,24,BUILDING_2,Building Approvals - Total private sector houses (no.)
2012,16,BUILDING_2,Building Approvals - Total private sector houses (no.)
2013,19,BUILDING_2,Building Approvals - Total private sector houses (no.)
2009,22,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2010,14,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2011,24,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2012,16,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2013,19,BUILDING_3,Building Approvals - Total new private sector houses (no.)
2009,25,BUILDING_4,Building Approvals - Total dwelling units (no.)
2010,17,BUILDING_4,Building Approvals - Total dwelling units (no.)
2011,24,BUILDING_4,Building Approvals - Total dwelling units (no.)
2012,16,BUILDING_4,Building Approvals - Total dwelling units (no.)
2013,19,BUILDING_4,Building Approvals - Total dwelling units (no.)
2009,18,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2010,14,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2011,25,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2012,19,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2013,20,BUILDING_5,Building Approvals - Value of total private sector houses ($m)
2009,11,BUILDING_6,Building Approvals - Value of new private sector housing ($m)
2010,7,BUILDING_6,Building Approvals - Value of new private sector housing ($m)
