Time,Value,MEASURE,Description
2010,63140,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2011,67776,INCOME_17,Estimates of Personal Income - Average total income (excl. Government pensions and allowances) ($)
2009,1232,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2010,1297,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2011,1485,INCOME_18,Estimates of Personal Income - Total income (excl. Government pensions and allowances) ($m)
2009,20184,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2010,20544,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2011,21908,INCOME_19,Estimates of Personal Income - Total no. income earners (excl. Government pensions and allowances) (no.)
2009,54.4,WAGE_2,Wage and Salary Earners - Males (%)
2010,54.2,WAGE_2,Wage and Salary Earners - Males (%)
2011,54.8,WAGE_2,Wage and Salary Earners - Males (%)
2009,45.6,WAGE_3,Wage and Salary Earners - Females (%)
2010,45.8,WAGE_3,Wage and Salary Earners - Females (%)
2011,45.2,WAGE_3,Wage and Salary Earners - Females (%)
2009,1748,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2010,1611,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2011,1646,WAGE_6,Wage and Salary Earners - Males - Aged 15-24 years (no.)
2009,3726,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2010,3425,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2011,3927,WAGE_7,Wage and Salary Earners - Males - Aged 25-34 years (no.)
2009,2181,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2010,1990,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2011,2139,WAGE_8,Wage and Salary Earners - Males - Aged 35-44 years (no.)
2009,1508,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2010,1435,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2011,1518,WAGE_9,Wage and Salary Earners - Males - Aged 45-54 years (no.)
2009,810,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2010,823,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2011,880,WAGE_10,Wage and Salary Earners - Males - Aged 55-64 years (no.)
2009,181,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2010,207,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2011,216,WAGE_11,Wage and Salary Earners - Males - Aged 65 years and over (no.)
2009,10154,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2010,9491,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2011,10326,WAGE_12,Wage and Salary Earners - Males - Total (no.)
2009,1708,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2010,1552,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2011,1593,WAGE_14,Wage and Salary Earners - Females - Aged 15-24 years (no.)
2009,3089,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2010,2862,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2011,3257,WAGE_15,Wage and Salary Earners - Females - Aged 25-34 years (no.)
2009,1653,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2010,1535,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2011,1555,WAGE_16,Wage and Salary Earners - Females - Aged 35-44 years (no.)
2009,1277,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2010,1241,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2011,1252,WAGE_17,Wage and Salary Earners - Females - Aged 45-54 years (no.)
2009,674,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2010,698,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2011,745,WAGE_18,Wage and Salary Earners - Females - Aged 55-64 years (no.)
2009,110,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2010,129,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2011,129,WAGE_19,Wage and Salary Earners - Females - Aged 65 years and over (no.)
2009,8511,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2010,8017,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2011,8531,WAGE_20,Wage and Salary Earners - Females - Total (no.)
2009,3456,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2010,3163,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2011,3239,WAGE_22,Wage and Salary Earners - Persons - Aged 15-24 years (no.)
2009,6815,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2010,6287,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2011,7184,WAGE_23,Wage and Salary Earners - Persons - Aged 25-34 years (no.)
2009,3834,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2010,3525,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2011,3694,WAGE_24,Wage and Salary Earners - Persons - Aged 35-44 years (no.)
2009,2785,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2010,2676,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2011,2770,WAGE_25,Wage and Salary Earners - Persons - Aged 45-54 years (no.)
2009,1484,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2010,1521,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2011,1625,WAGE_26,Wage and Salary Earners - Persons - Aged 55-64 years (no.)
2009,291,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2010,336,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2011,345,WAGE_27,Wage and Salary Earners - Persons - Aged 65 years and over (no.)
2009,18665,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2010,17507,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2011,18858,WAGE_28,Wage and Salary Earners - Persons - Total (no.)
2009,18.5,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2010,18.1,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2011,17.2,WAGE_30,Wage and Salary Earners - Persons - Aged 15-24 years (%)
2009,36.5,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2010,35.9,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2011,38.1,WAGE_31,Wage and Salary Earners - Persons - Aged 25-34 years (%)
2009,20.5,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2010,20.1,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2011,19.6,WAGE_32,Wage and Salary Earners - Persons - Aged 35-44 years (%)
2009,14.9,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2010,15.3,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2011,14.7,WAGE_33,Wage and Salary Earners - Persons - Aged 45-54 years (%)
2009,8,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2010,8.7,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2011,8.6,WAGE_34,Wage and Salary Earners - Persons - Aged 55-64 years (%)
2009,1.6,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,1.9,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2011,1.8,WAGE_35,Wage and Salary Earners - Persons - Aged 65 years and over (%)
2010,1924,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2011,2111,WAGE_OCC_2,Wage and Salary Earners by Occupation - Managers (no.)
2010,5529,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2011,5846,WAGE_OCC_3,Wage and Salary Earners by Occupation - Professionals (no.)
2010,1572,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2011,1870,WAGE_OCC_4,Wage and Salary Earners by Occupation - Technicians and trades workers (no.)
2010,1530,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2011,1660,WAGE_OCC_5,Wage and Salary Earners by Occupation - Community and personal service workers (no.)
2010,2549,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2011,2460,WAGE_OCC_6,Wage and Salary Earners by Occupation - Clerical and administrative workers (no.)
2010,1040,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2011,1121,WAGE_OCC_7,Wage and Salary Earners by Occupation - Sales workers (no.)
2010,470,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2011,533,WAGE_OCC_8,Wage and Salary Earners by Occupation - Machinery operators and drivers (no.)
2010,1633,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2011,1789,WAGE_OCC_9,Wage and Salary Earners by Occupation - Labourers (no.)
2010,1263,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2011,1465,WAGE_OCC_10,Wage and Salary Earners by Occupation - Not stated (no.)
2010,17507,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2011,18858,WAGE_OCC_11,Wage and Salary Earners by Occupation - Total wage and salary earners (no.)
2010,11,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2011,11,WAGE_OCC_12,Wage and Salary Earners by Occupation - Managers (%)
2010,32,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2011,31,WAGE_OCC_13,Wage and Salary Earners by Occupation - Professionals (%)
2010,9,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2011,10,WAGE_OCC_14,Wage and Salary Earners by Occupation - Technicians and trades workers (%)
2010,9,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2011,9,WAGE_OCC_15,Wage and Salary Earners by Occupation - Community and personal service workers (%)
2010,15,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2011,13,WAGE_OCC_16,Wage and Salary Earners by Occupation - Clerical and administrative workers (%)
2010,6,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2011,6,WAGE_OCC_17,Wage and Salary Earners by Occupation - Sales workers (%)
2010,3,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2011,3,WAGE_OCC_18,Wage and Salary Earners by Occupation - Machinery operators and drivers (%)
2010,9,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2011,9,WAGE_OCC_19,Wage and Salary Earners by Occupation - Labourers (%)
2010,7,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,8,WAGE_OCC_20,Wage and Salary Earners by Occupation - Not stated (%)
2011,1564,RENT_2,Rent and Mortgage Payments - Average monthly household rental payment ($)
2011,2557,RENT_3,Rent and Mortgage Payments - Average monthly household mortgage payment ($)
2009,65,BUILDING_2,Building Approvals - Total private sector houses (no.)
2010,48,BUILDING_2,Building Approvals - Total private sector houses (no.)
2011,99,BUILDING_2,Building Approvals - Total private sector houses (no.)
2012,90,BUILDING_2,Building Approvals - Total private sector houses (no.)
2013,49,BUILDING_2,Building Approvals - Total private sector houses (no.)
